rating,genre,runtime_in_minutes,tomatometer_status,tomatometer_rating,tomatometer_count,audience_rating
R,"Documentary, Drama, Mystery & Suspense",100,Rotten,39,89,56
R,"Comedy, Drama",108,Rotten,56,159,69
R,"Action & Adventure, Drama, Western",110,Rotten,56,54,53
PG-13,"Action & Adventure, Comedy",99,Rotten,8,117,27
R,"Action & Adventure, Drama",123,Rotten,29,169,63
R,"Drama, Horror, Mystery & Suspense",98,Fresh,100,9,57
PG-13,"Art House & International, Comedy, Drama",86,Fresh,61,67,93
PG-13,"Comedy, Drama",128,Fresh,61,206,74
NR,"Classics, Drama",114,Fresh,83,6,69
PG-13,"Action & Adventure, Drama",126,Rotten,31,189,59
NR,"Documentary, Special Interest",75,Rotten,54,13,44
PG-13,"Comedy, Drama",90,Fresh,60,5,79
NR,"Documentary, Special Interest",94,Fresh,100,11,80
NR,"Art House & International, Comedy, Drama, Musical & Performing Arts, Romance",187,Fresh,70,10,92
R,"Drama, Horror",97,Rotten,21,14,58
NR,"Documentary, Special Interest",83,Certified Fresh,77,48,69
NR,"Art House & International, Drama",94,Fresh,73,30,68
PG-13,"Documentary, Musical & Performing Arts, Special Interest",106,Certified Fresh,87,62,88
PG,"Comedy, Romance",104,Fresh,66,29,56
NR,"Documentary, Musical & Performing Arts, Special Interest",38,Fresh,80,10,72
NR,"Comedy, Drama",91,Fresh,60,5,79
PG-13,"Action & Adventure, Drama",95,Rotten,29,7,80
R,Drama,105,Rotten,22,9,67
PG-13,Drama,106,Rotten,43,7,69
NR,Drama,81,Fresh,67,9,40
PG-13,Comedy,105,Rotten,38,117,62
R,"Drama, Horror, Mystery & Suspense",91,Rotten,50,8,40
R,"Drama, Mystery & Suspense",73,Rotten,35,158,62
PG,"Action & Adventure, Comedy, Kids & Family, Romance",95,Rotten,12,116,45
R,Mystery & Suspense,101,Rotten,13,157,50
G,"Documentary, Drama, Special Interest",40,Rotten,58,24,62
R,Comedy,97,Rotten,11,9,52
NR,"Classics, Drama, Romance",106,Fresh,71,7,65
R,"Documentary, Drama, Special Interest",90,Rotten,53,15,55
R,Horror,97,Rotten,17,96,30
PG,"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy",100,Fresh,73,130,57
PG,"Action & Adventure, Drama",109,Fresh,86,14,78
R,Horror,90,Rotten,20,5,42
R,"Action & Adventure, Animation, Anime & Manga, Art House & International, Science Fiction & Fantasy",105,Rotten,25,32,74
PG-13,"Action & Adventure, Drama",124,Rotten,38,177,53
NR,"Classics, Drama",111,Fresh,100,11,87
NR,"Art House & International, Drama",107,Fresh,75,36,83
NR,"Documentary, Musical & Performing Arts",70,Rotten,29,17,43
R,Drama,113,Certified Fresh,74,237,88
R,"Art House & International, Drama",120,Rotten,0,5,56
PG,"Comedy, Drama, Television",89,Rotten,13,112,30
PG-13,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",121,Rotten,12,141,40
PG,"Kids & Family, Musical & Performing Arts",100,Rotten,38,8,36
NR,"Documentary, Musical & Performing Arts",209,Fresh,88,17,95
R,Mystery & Suspense,122,Rotten,50,10,75
PG-13,"Drama, Horror, Mystery & Suspense, Romance",104,Rotten,37,153,58
PG-13,"Action & Adventure, Mystery & Suspense",85,Certified Fresh,79,193,64
NR,"Art House & International, Documentary, Special Interest",96,Fresh,68,31,67
R,"Action & Adventure, Drama",91,Rotten,32,22,84
R,"Drama, Horror, Mystery & Suspense",85,Rotten,45,40,41
R,"Horror, Mystery & Suspense",85,Rotten,11,62,21
R,Drama,115,Certified Fresh,90,194,81
R,Drama,115,Certified Fresh,75,85,67
NR,"Comedy, Drama, Musical & Performing Arts",107,Fresh,80,10,54
PG,Drama,90,Certified Fresh,93,223,83
PG-13,"Comedy, Documentary",89,Rotten,17,36,65
PG-13,"Comedy, Musical & Performing Arts, Romance",135,Rotten,46,173,83
R,Drama,122,Fresh,61,198,68
PG-13,"Action & Adventure, Art House & International, Horror, Mystery & Suspense, Science Fiction & Fantasy",125,Rotten,50,12,70
PG-13,"Action & Adventure, Drama, Romance",150,Fresh,63,184,58
PG,"Comedy, Drama, Romance",128,Certified Fresh,86,175,89
PG-13,Comedy,90,Rotten,40,88,68
NR,Drama,123,Fresh,62,26,62
R,"Comedy, Drama",129,Rotten,57,120,80
NR,"Documentary, Special Interest",45,Fresh,69,16,71
R,"Action & Adventure, Art House & International, Comedy, Documentary, Drama",89,Rotten,38,8,83
G,"Animation, Comedy, Kids & Family",88,Fresh,70,105,69
PG-13,Comedy,97,Rotten,6,72,58
PG-13,"Action & Adventure, Classics, Drama, Science Fiction & Fantasy",103,Rotten,31,78,44
R,"Art House & International, Drama",99,Rotten,43,14,49
NR,Drama,80,Fresh,100,5,81
PG,"Animation, Comedy, Kids & Family",80,Rotten,47,124,56
PG,"Drama, Sports & Fitness",117,Rotten,56,151,81
PG-13,Comedy,88,Rotten,7,87,35
PG-13,"Documentary, Special Interest",98,Certified Fresh,79,112,88
R,"Comedy, Drama, Romance",110,Rotten,44,133,58
G,"Animation, Kids & Family, Science Fiction & Fantasy",79,Rotten,8,49,22
R,"Art House & International, Comedy, Drama, Romance, Sports & Fitness",98,Rotten,47,32,78
R,"Comedy, Drama",100,Rotten,54,37,56
PG-13,"Comedy, Drama",92,Fresh,67,67,72
R,"Art House & International, Drama",111,Fresh,73,66,66
PG,"Classics, Drama",110,Fresh,85,13,75
R,Drama,92,Rotten,14,36,60
R,"Drama, Mystery & Suspense",113,Fresh,90,29,57
G,"Art House & International, Drama",114,Fresh,68,38,87
PG-13,"Documentary, Musical & Performing Arts",109,Certified Fresh,89,111,91
R,"Horror, Mystery & Suspense",84,Rotten,9,58,50
PG-13,"Documentary, Drama",123,Rotten,56,212,56
PG,"Drama, Sports & Fitness",121,Rotten,42,83,77
R,"Horror, Mystery & Suspense",93,Rotten,33,9,31
R,"Comedy, Drama",89,Fresh,63,52,41
R,Comedy,91,Rotten,22,69,35
PG,"Comedy, Kids & Family, Romance",94,Fresh,69,35,64
R,"Comedy, Drama",115,Certified Fresh,86,152,58
PG-13,Comedy,86,Rotten,52,161,43
NR,"Art House & International, Drama",90,Rotten,26,46,35
R,"Comedy, Drama",90,Rotten,36,22,37
PG-13,"Action & Adventure, Comedy",86,Rotten,17,52,32
PG,"Action & Adventure, Drama, Kids & Family",100,Rotten,44,9,64
R,"Action & Adventure, Drama",95,Rotten,50,6,38
PG-13,"Comedy, Drama",100,Certified Fresh,75,57,75
R,"Comedy, Drama",105,Rotten,30,10,56
R,Drama,119,Rotten,46,174,72
NR,"Art House & International, Horror, Mystery & Suspense",80,Fresh,73,40,54
R,Drama,101,Rotten,17,18,63
R,Drama,119,Rotten,48,25,28
R,"Art House & International, Comedy, Drama, Mystery & Suspense",94,Fresh,85,26,87
NR,"Comedy, Documentary, Drama, Special Interest",91,Rotten,38,8,40
R,Horror,90,Rotten,15,13,29
NR,"Documentary, Special Interest",75,Fresh,67,6,45
NR,"Documentary, Special Interest",79,Fresh,60,15,84
R,"Drama, Mystery & Suspense",119,Rotten,31,70,74
R,Horror,94,Fresh,67,15,40
R,Horror,92,Rotten,0,6,29
R,"Comedy, Drama",91,Rotten,59,22,71
PG-13,Comedy,80,Rotten,31,13,51
R,"Horror, Mystery & Suspense",91,Fresh,71,14,37
PG-13,"Comedy, Drama",98,Rotten,48,75,71
NR,"Documentary, Musical & Performing Arts",121,Certified Fresh,92,59,81
R,"Art House & International, Drama, Television",86,Fresh,83,6,11
R,"Drama, Mystery & Suspense",102,Rotten,0,12,37
R,"Comedy, Drama",77,Fresh,75,8,
NR,"Art House & International, Drama",75,Fresh,60,5,53
PG-13,"Drama, Mystery & Suspense",101,Rotten,20,60,57
R,"Documentary, Drama",94,Fresh,67,58,72
PG,"Drama, Faith & Spirituality",109,Rotten,7,46,67
R,"Drama, Mystery & Suspense",109,Rotten,10,142,51
PG,"Art House & International, Drama",123,Fresh,66,61,80
PG-13,"Comedy, Romance",112,Certified Fresh,70,147,72
R,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",110,Certified Fresh,71,204,69
R,"Drama, Romance",108,Rotten,7,55,29
PG-13,"Comedy, Drama",91,Rotten,7,124,53
PG,Comedy,116,Rotten,20,142,45
NR,"Drama, Horror, Mystery & Suspense",127,Fresh,65,20,71
R,Mystery & Suspense,112,Rotten,52,144,54
PG-13,"Comedy, Drama, Romance",106,Fresh,66,115,67
NR,"Action & Adventure, Drama, Mystery & Suspense, Television",96,Fresh,100,5,79
PG-13,Comedy,106,Certified Fresh,81,137,84
NR,"Documentary, Special Interest",78,Fresh,100,10,91
NR,"Drama, Television",88,Fresh,100,5,86
NR,"Art House & International, Drama",92,Fresh,63,8,57
PG-13,Comedy,97,Rotten,25,12,34
NR,"Art House & International, Comedy, Drama",103,Fresh,83,6,72
NR,"Documentary, Special Interest",92,Fresh,80,5,64
NR,"Documentary, Special Interest",42,Fresh,85,20,64
NR,"Documentary, Special Interest",98,Fresh,80,5,66
R,"Drama, Mystery & Suspense",96,Rotten,0,5,26
R,"Art House & International, Drama, Mystery & Suspense",100,Rotten,35,34,33
NR,"Art House & International, Drama",135,Fresh,83,6,93
NR,"Classics, Comedy",106,Rotten,22,9,47
R,"Comedy, Drama",101,Rotten,36,28,68
PG,"Art House & International, Drama",119,Rotten,24,49,68
R,"Comedy, Drama",97,Rotten,35,17,39
R,"Art House & International, Drama, Mystery & Suspense",99,Rotten,43,28,42
R,"Comedy, Drama, Romance",92,Certified Fresh,78,114,59
NR,Drama,102,Fresh,82,22,76
R,"Action & Adventure, Mystery & Suspense",96,Rotten,43,7,28
NR,Documentary,104,Fresh,75,12,61
PG,"Comedy, Drama, Romance",135,Rotten,36,14,49
R,"Action & Adventure, Comedy, Mystery & Suspense",104,Rotten,54,92,67
R,"Art House & International, Documentary, Drama, Special Interest, Television",95,Fresh,75,8,60
PG-13,"Art House & International, Comedy, Documentary, Drama, Special Interest",42,Rotten,50,12,68
R,"Action & Adventure, Comedy, Horror, Science Fiction & Fantasy",89,Rotten,50,12,53
R,Horror,90,Fresh,86,7,61
PG,"Animation, Comedy, Kids & Family",91,Rotten,28,109,64
NR,"Art House & International, Documentary, Special Interest",97,Fresh,60,10,80
NR,"Art House & International, Drama",84,Fresh,100,6,75
NR,"Comedy, Drama",94,Rotten,47,17,61
PG,Drama,130,Fresh,61,118,75
NR,"Documentary, Musical & Performing Arts",117,Certified Fresh,83,46,92
R,"Drama, Mystery & Suspense",97,Rotten,12,17,32
NR,"Comedy, Gay & Lesbian",86,Rotten,38,8,56
NR,"Documentary, Drama, Special Interest",75,Fresh,91,22,60
R,"Drama, Mystery & Suspense",120,Rotten,44,158,47
PG-13,"Comedy, Drama",103,Rotten,22,105,48
PG-13,"Horror, Mystery & Suspense",102,Rotten,17,105,45
NR,"Documentary, Special Interest",84,Fresh,83,30,86
R,"Art House & International, Drama",101,Rotten,40,15,22
PG-13,"Drama, Mystery & Suspense",139,Rotten,36,258,57
PG-13,"Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",135,Rotten,32,243,52
R,"Drama, Romance",88,Rotten,58,19,85
PG,"Comedy, Drama",87,Fresh,71,93,49
R,"Drama, Mystery & Suspense",111,Certified Fresh,79,146,74
R,"Comedy, Drama, Romance",101,Fresh,65,199,66
R,"Drama, Horror",90,Rotten,43,7,30
PG-13,"Comedy, Science Fiction & Fantasy, Romance",95,Rotten,15,108,42
PG,Comedy,107,Rotten,41,118,41
PG-13,"Comedy, Documentary, Science Fiction & Fantasy, Special Interest",102,Certified Fresh,85,184,60
R,Comedy,94,Rotten,5,43,27
R,"Drama, Mystery & Suspense",141,Fresh,62,206,82
R,"Comedy, Drama",85,Rotten,13,15,33
PG,"Art House & International, Comedy, Drama",111,Fresh,75,8,44
R,Comedy,88,Rotten,15,13,55
NR,"Art House & International, Comedy",127,Rotten,46,13,62
NR,"Art House & International, Comedy, Drama, Special Interest",112,Rotten,47,72,57
R,"Action & Adventure, Drama, Mystery & Suspense",87,Rotten,10,59,30
R,"Classics, Drama",115,Rotten,38,21,73
R,"Comedy, Drama, Romance",95,Rotten,49,148,39
R,Horror,91,Fresh,72,18,45
PG-13,"Drama, Mystery & Suspense",127,Certified Fresh,84,213,73
R,"Action & Adventure, Western",89,Rotten,20,5,18
PG-13,"Documentary, Television",96,Certified Fresh,83,54,78
PG-13,Drama,86,Rotten,3,35,38
R,Drama,84,Rotten,18,49,37
R,Comedy,98,Rotten,55,204,69
NR,"Comedy, Horror, Mystery & Suspense",100,Rotten,25,8,44
R,"Comedy, Drama",87,Rotten,58,45,60
NR,"Documentary, Special Interest",89,Fresh,88,8,75
R,"Art House & International, Comedy, Romance",94,Rotten,8,12,19
R,Drama,112,Certified Fresh,74,121,61
R,"Action & Adventure, Drama, Mystery & Suspense",100,Fresh,85,13,49
NR,"Documentary, Special Interest",69,Fresh,83,12,80
PG,"Action & Adventure, Animation, Comedy, Kids & Family",94,Rotten,46,163,62
G,Musical & Performing Arts,109,Fresh,64,129,72
R,"Drama, Faith & Spirituality",100,Fresh,83,6,56
NR,"Art House & International, Drama, Musical & Performing Arts, Romance",168,Fresh,100,7,78
G,Documentary,99,Certified Fresh,94,111,83
PG-13,"Drama, Science Fiction & Fantasy",96,Fresh,60,53,70
R,"Comedy, Romance",91,Rotten,20,5,57
NR,"Documentary, Special Interest",106,Fresh,64,11,
NR,"Art House & International, Comedy, Drama, Musical & Performing Arts, Romance",157,Fresh,83,6,75
R,"Horror, Mystery & Suspense",103,Rotten,35,217,33
R,"Art House & International, Comedy, Drama",119,Certified Fresh,92,159,67
R,"Art House & International, Comedy, Drama, Musical & Performing Arts",120,Fresh,60,48,39
NR,"Documentary, Special Interest",80,Certified Fresh,95,91,77
G,"Action & Adventure, Animation, Comedy, Kids & Family",81,Rotten,33,91,33
R,"Drama, Musical & Performing Arts",102,Rotten,15,53,48
R,"Art House & International, Drama",101,Fresh,80,20,71
G,"Animation, Comedy, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance",95,Certified Fresh,85,193,74
PG,"Animation, Comedy, Kids & Family",81,Certified Fresh,86,142,72
PG-13,"Documentary, Musical & Performing Arts",81,Fresh,78,32,85
NR,"Documentary, Musical & Performing Arts",109,Fresh,67,39,76
PG-13,"Drama, Mystery & Suspense",110,Rotten,44,164,39
R,"Horror, Mystery & Suspense",89,Rotten,56,85,44
R,"Comedy, Drama",105,Certified Fresh,88,80,84
PG-13,Drama,97,Rotten,49,67,50
R,"Comedy, Horror",86,Rotten,38,39,48
R,"Horror, Mystery & Suspense",110,Rotten,15,88,44
R,Horror,104,Rotten,33,12,15
NR,"Action & Adventure, Art House & International, Comedy",99,Certified Fresh,76,59,75
NR,"Art House & International, Drama",74,Fresh,95,37,75
NR,"Art House & International, Drama",96,Certified Fresh,92,78,71
R,"Art House & International, Comedy, Drama, Romance",128,Fresh,66,71,66
NR,Comedy,86,Fresh,100,6,59
PG,"Action & Adventure, Animation, Comedy, Kids & Family",87,Certified Fresh,92,237,85
R,"Action & Adventure, Art House & International, Drama, Romance",100,Fresh,63,8,51
PG,"Drama, Kids & Family",84,Fresh,100,6,66
PG,"Drama, Kids & Family, Sports & Fitness",113,Rotten,57,44,70
R,"Action & Adventure, Drama, Mystery & Suspense",138,Fresh,68,253,76
NR,"Comedy, Drama",95,Fresh,71,7,61
PG,"Documentary, Sports & Fitness",95,Fresh,79,38,73
R,"Action & Adventure, Drama",99,Rotten,25,114,54
NR,"Comedy, Drama, Television",116,Certified Fresh,77,31,81
PG-13,Comedy,102,Rotten,13,119,32
R,Drama,89,Fresh,83,6,47
PG-13,"Drama, Horror",95,Rotten,7,14,17
NR,"Art House & International, Drama, Mystery & Suspense",81,Fresh,72,18,37
PG,"Documentary, Special Interest",95,Fresh,67,92,69
R,"Comedy, Drama, Mystery & Suspense",108,Certified Fresh,79,229,44
PG-13,"Action & Adventure, Science Fiction & Fantasy",117,Rotten,49,211,49
PG,"Documentary, Musical & Performing Arts",95,Certified Fresh,94,70,84
R,"Drama, Romance",119,Rotten,33,18,58
R,"Drama, Horror",112,Rotten,44,39,39
PG-13,"Comedy, Drama, Mystery & Suspense",110,Rotten,25,65,44
PG-13,"Comedy, Drama, Science Fiction & Fantasy",102,Rotten,56,146,67
R,"Art House & International, Comedy, Drama",87,Rotten,20,5,53
PG,"Comedy, Kids & Family, Science Fiction & Fantasy",101,Rotten,18,114,41
R,Drama,100,Rotten,53,58,53
R,"Drama, Musical & Performing Arts",84,Rotten,19,36,15
NR,"Drama, Horror, Musical & Performing Arts, Mystery & Suspense",117,Fresh,69,13,42
R,Drama,97,Rotten,20,5,33
R,"Drama, Mystery & Suspense",115,Rotten,53,186,57
PG-13,"Comedy, Romance",96,Rotten,52,125,47
NR,"Documentary, Drama, Special Interest",95,Certified Fresh,94,51,96
G,Documentary,41,Certified Fresh,94,48,75
R,"Action & Adventure, Horror",95,Fresh,80,5,51
NR,"Comedy, Drama, Science Fiction & Fantasy",87,Rotten,0,5,69
PG-13,"Art House & International, Comedy, Drama",119,Certified Fresh,85,156,61
PG-13,Drama,95,Fresh,60,5,58
R,Horror,84,Fresh,76,17,50
PG-13,"Documentary, Musical & Performing Arts, Special Interest",92,Rotten,50,6,79
NR,"Documentary, Musical & Performing Arts",87,Fresh,83,6,85
R,"Drama, Horror, Mystery & Suspense",110,Rotten,41,153,52
R,"Action & Adventure, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",101,Fresh,71,154,56
PG-13,"Action & Adventure, Animation, Drama, Science Fiction & Fantasy",80,Rotten,57,183,56
PG,Comedy,92,Rotten,51,148,47
R,"Drama, Horror, Mystery & Suspense",96,Rotten,21,24,29
R,"Comedy, Drama",110,Rotten,32,31,48
PG-13,Drama,108,Rotten,46,113,49
NR,"Classics, Comedy, Drama, Mystery & Suspense",107,Fresh,94,17,77
NR,"Documentary, Special Interest",101,Fresh,76,21,73
R,Drama,99,Rotten,33,21,52
PG,"Drama, Kids & Family",94,Rotten,33,18,54
R,Drama,120,Rotten,44,9,49
PG,"Art House & International, Drama, Horror, Mystery & Suspense",102,Fresh,75,8,60
NR,"Art House & International, Drama",82,Rotten,0,9,55
R,Drama,103,Fresh,88,8,83
R,"Action & Adventure, Mystery & Suspense",106,Rotten,51,228,52
PG-13,"Drama, Mystery & Suspense",108,Rotten,19,90,46
NR,"Art House & International, Drama",121,Certified Fresh,91,68,75
R,"Drama, Mystery & Suspense",94,Rotten,29,17,52
R,Comedy,92,Rotten,25,8,36
NR,"Comedy, Drama",93,Fresh,76,29,68
PG-13,"Drama, Romance",99,Fresh,66,131,72
R,"Documentary, Sports & Fitness",90,Certified Fresh,85,144,79
PG-13,Drama,104,Fresh,72,123,61
R,"Horror, Science Fiction & Fantasy",100,Certified Fresh,76,192,37
NR,"Documentary, Special Interest",75,Fresh,100,6,79
R,"Comedy, Romance",120,Rotten,58,180,60
PG-13,Documentary,91,Certified Fresh,95,130,94
R,"Art House & International, Drama, Horror, Mystery & Suspense",96,Rotten,53,19,32
NR,"Art House & International, Comedy, Drama",88,Certified Fresh,96,47,74
NR,"Documentary, Musical & Performing Arts, Special Interest",69,Fresh,75,8,85
G,"Animation, Comedy, Drama",92,Certified Fresh,95,64,92
NR,"Action & Adventure, Art House & International, Drama",150,Rotten,57,7,66
PG,"Action & Adventure, Animation, Comedy, Kids & Family, Science Fiction & Fantasy",90,Certified Fresh,85,150,67
R,"Comedy, Mystery & Suspense",107,Rotten,58,19,64
NR,Drama,55,Rotten,19,16,33
R,"Comedy, Drama",94,Rotten,40,5,48
NR,"Art House & International, Comedy, Drama",85,Fresh,88,26,79
PG-13,"Drama, Science Fiction & Fantasy, Romance",124,Rotten,48,243,60
NR,"Art House & International, Drama, Horror, Mystery & Suspense",104,Rotten,53,175,55
R,Comedy,94,Rotten,27,11,50
R,Comedy,94,Rotten,20,5,19
R,Comedy,91,Fresh,62,186,38
R,"Drama, Mystery & Suspense",113,Certified Fresh,77,183,66
PG-13,"Comedy, Drama",100,Rotten,47,141,53
R,"Drama, Romance",90,Rotten,53,68,46
R,"Animation, Drama, Special Interest",85,Fresh,63,107,58
R,"Comedy, Drama",97,Fresh,69,104,48
R,"Classics, Drama, Horror, Mystery & Suspense",102,Fresh,100,25,88
NR,"Horror, Mystery & Suspense",90,Rotten,8,12,27
PG-13,"Drama, Romance",112,Rotten,27,138,69
PG,"Comedy, Drama",100,Rotten,21,33,68
R,"Comedy, Drama",115,Rotten,16,31,31
NR,"Art House & International, Comedy, Kids & Family",108,Fresh,100,5,85
PG-13,"Art House & International, Documentary, Drama",118,Fresh,94,35,73
R,Mystery & Suspense,99,Certified Fresh,80,40,66
NR,"Action & Adventure, Documentary",79,Fresh,67,12,
R,Comedy,109,Certified Fresh,72,199,62
NR,"Documentary, Drama, Kids & Family",120,Rotten,0,5,86
NR,"Documentary, Special Interest",90,Certified Fresh,78,46,81
R,"Art House & International, Drama, Horror, Romance",86,Certified Fresh,75,84,48
PG-13,"Comedy, Drama, Sports & Fitness",129,Fresh,66,201,85
PG,"Action & Adventure, Comedy, Drama",97,Rotten,53,17,58
R,"Action & Adventure, Drama, Mystery & Suspense",122,Rotten,17,6,41
PG,"Comedy, Kids & Family",91,Rotten,7,94,32
PG-13,"Action & Adventure, Drama",139,Certified Fresh,83,189,92
PG-13,"Drama, Mystery & Suspense",105,Rotten,7,28,36
R,"Art House & International, Drama",155,Certified Fresh,97,157,89
R,"Horror, Mystery & Suspense",90,Rotten,0,24,33
R,Drama,85,Fresh,100,13,52
R,Drama,106,Rotten,25,12,47
R,"Comedy, Drama",85,Certified Fresh,86,88,62
PG-13,"Action & Adventure, Mystery & Suspense",100,Fresh,62,242,59
PG-13,"Comedy, Drama, Romance",104,Rotten,12,120,27
R,"Comedy, Drama",99,Certified Fresh,88,118,67
NR,"Documentary, Special Interest",92,Certified Fresh,83,48,63
NR,"Art House & International, Mystery & Suspense, Gay & Lesbian",89,Rotten,7,14,17
R,Drama,96,Rotten,47,19,34
PG,"Documentary, Sports & Fitness",92,Rotten,38,29,66
NR,Documentary,74,Fresh,83,6,76
NR,"Documentary, Special Interest",84,Fresh,92,24,87
R,Drama,90,Certified Fresh,75,44,60
R,"Drama, Mystery & Suspense",105,Fresh,63,156,62
R,"Horror, Mystery & Suspense",88,Rotten,29,72,48
NR,Drama,94,Rotten,50,8,73
R,Horror,81,Rotten,57,7,33
PG,"Animation, Comedy, Kids & Family",95,Certified Fresh,81,197,82
PG,"Art House & International, Drama, Horror, Mystery & Suspense",95,Fresh,64,14,44
NR,Drama,92,Fresh,83,6,52
R,Drama,93,Rotten,57,7,65
R,"Drama, Horror",99,Rotten,29,17,40
G,Documentary,83,Fresh,73,11,79
NR,Comedy,82,Fresh,100,5,62
NR,"Documentary, Musical & Performing Arts, Special Interest",91,Fresh,100,30,76
PG-13,"Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",84,Fresh,66,35,39
NR,"Documentary, Special Interest",102,Fresh,82,33,59
PG-13,Drama,96,Certified Fresh,87,71,76
NR,"Comedy, Horror",85,Certified Fresh,72,46,46
PG-13,Comedy,85,Fresh,68,71,50
NR,"Documentary, Special Interest, Sports & Fitness",93,Fresh,75,32,75
R,"Action & Adventure, Drama",118,Certified Fresh,83,52,68
NR,Drama,93,Fresh,80,5,79
NR,"Documentary, Special Interest",86,Rotten,57,28,65
R,"Action & Adventure, Art House & International",100,Rotten,53,15,44
R,"Drama, Mystery & Suspense, Science Fiction & Fantasy, Romance",95,Rotten,57,30,43
NR,"Action & Adventure, Science Fiction & Fantasy",107,Fresh,100,6,81
PG-13,"Documentary, Musical & Performing Arts, Television",135,Fresh,100,25,90
NR,"Documentary, Special Interest",89,Certified Fresh,82,50,79
R,"Art House & International, Drama",96,Rotten,25,8,28
R,"Action & Adventure, Comedy, Drama",117,Certified Fresh,76,258,81
NR,"Documentary, Special Interest",80,Fresh,90,10,67
G,"Art House & International, Documentary, Special Interest",73,Fresh,100,8,53
NR,"Drama, Musical & Performing Arts",83,Fresh,69,13,26
PG-13,Comedy,86,Rotten,45,11,52
NR,"Comedy, Drama",14,Rotten,33,21,35
R,Drama,101,Certified Fresh,85,190,81
R,Mystery & Suspense,97,Rotten,15,13,17
NR,Drama,113,Rotten,40,15,57
NR,Drama,82,Fresh,67,6,66
G,"Art House & International, Drama, Mystery & Suspense, Science Fiction & Fantasy",134,Rotten,57,7,66
NR,"Documentary, Special Interest",77,Fresh,89,9,100
G,"Art House & International, Comedy, Drama",72,Fresh,80,10,65
R,Drama,89,Fresh,60,5,57
PG-13,"Action & Adventure, Comedy, Romance",110,Rotten,12,146,51
NR,"Documentary, Musical & Performing Arts",86,Fresh,76,17,74
R,"Action & Adventure, Drama",93,Rotten,0,8,20
R,"Art House & International, Drama",262,Fresh,67,140,75
PG,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",108,Rotten,51,273,55
NR,"Comedy, Drama",74,Fresh,67,9,72
R,"Action & Adventure, Drama",90,Rotten,56,9,57
NR,"Kids & Family, Science Fiction & Fantasy",77,Fresh,67,6,58
NR,"Action & Adventure, Documentary, Sports & Fitness",75,Rotten,56,16,59
NR,"Drama, Horror, Mystery & Suspense",78,Fresh,76,17,58
PG-13,"Action & Adventure, Drama, Mystery & Suspense",98,Rotten,48,164,54
R,Drama,94,Certified Fresh,93,231,85
R,"Drama, Science Fiction & Fantasy",130,Certified Fresh,89,66,88
NR,"Documentary, Special Interest",76,Certified Fresh,92,48,64
PG-13,"Action & Adventure, Mystery & Suspense",107,Rotten,30,71,45
R,"Action & Adventure, Drama",,Rotten,51,166,62
R,Drama,134,Certified Fresh,95,358,90
R,"Drama, Mystery & Suspense",97,Rotten,8,13,34
R,"Action & Adventure, Art House & International",126,Certified Fresh,95,127,88
NR,Horror,87,Fresh,77,13,34
NR,"Classics, Horror",88,Rotten,36,14,41
PG-13,"Comedy, Romance",98,Fresh,65,167,70
R,"Action & Adventure, Drama",144,Rotten,51,220,82
NR,"Action & Adventure, Classics, Drama, Mystery & Suspense",95,Fresh,83,6,53
R,"Horror, Mystery & Suspense",92,Fresh,65,43,45
NR,"Art House & International, Drama, Mystery & Suspense",93,Certified Fresh,84,67,85
R,"Action & Adventure, Cult Movies, Science Fiction & Fantasy",103,Rotten,33,88,65
PG-13,"Horror, Mystery & Suspense",94,Certified Fresh,79,175,61
PG-13,"Action & Adventure, Art House & International, Classics, Drama",142,Rotten,32,22,50
R,"Action & Adventure, Art House & International",116,Fresh,67,12,52
NR,Horror,90,Rotten,22,9,24
NR,"Classics, Drama, Mystery & Suspense",92,Fresh,100,5,73
NR,"Art House & International, Drama",106,Rotten,57,7,57
R,"Action & Adventure, Drama, Mystery & Suspense, Television",110,Rotten,32,125,37
NR,"Action & Adventure, Drama",98,Rotten,33,6,80
NR,"Documentary, Special Interest",96,Fresh,100,8,75
PG-13,"Action & Adventure, Drama, Mystery & Suspense",101,Rotten,56,162,57
R,"Art House & International, Drama",97,Fresh,80,15,68
G,"Classics, Drama, Musical & Performing Arts",140,Fresh,69,16,84
NR,Drama,90,Fresh,67,21,39
PG,Comedy,100,Rotten,29,7,46
R,"Art House & International, Drama",315,Rotten,53,17,85
R,Drama,125,Rotten,8,24,30
NR,"Drama, Mystery & Suspense",101,Certified Fresh,90,40,57
PG,"Action & Adventure, Comedy",119,Rotten,39,23,48
R,Drama,86,Fresh,78,9,61
R,"Drama, Science Fiction & Fantasy, Romance",120,Fresh,79,24,71
NR,Drama,85,Certified Fresh,95,43,80
NR,"Horror, Mystery & Suspense",95,Fresh,82,11,39
NR,"Drama, Romance",80,Rotten,33,6,60
NR,"Documentary, Musical & Performing Arts, Special Interest",97,Certified Fresh,95,85,79
