rating,genre,runtime_in_minutes,tomatometer_status,tomatometer_rating,tomatometer_count,audience_rating
NR,Comedy,89,Fresh,60,5,76
R,"Drama, Mystery & Suspense, Romance",188,Rotten,54,169,51
R,"Drama, Mystery & Suspense",87,Rotten,26,27,54
R,Drama,100,Certified Fresh,92,232,80
R,Drama,126,Certified Fresh,97,75,94
PG,"Comedy, Drama, Romance",93,Rotten,38,82,49
PG-13,"Comedy, Drama, Romance",118,Rotten,25,134,65
PG,Drama,,Fresh,63,173,71
PG,"Comedy, Romance",105,Fresh,100,9,48
R,"Comedy, Drama, Mystery & Suspense",115,Rotten,29,34,39
R,"Comedy, Drama",91,Certified Fresh,94,108,82
NR,"Comedy, Drama",87,Fresh,62,21,31
NR,"Comedy, Drama",100,Rotten,24,25,32
R,"Drama, Horror",99,Certified Fresh,86,145,65
R,Comedy,89,Rotten,27,102,37
G,"Animation, Comedy, Kids & Family",78,Rotten,44,18,70
NR,"Art House & International, Documentary, Special Interest",97,Fresh,67,12,46
NR,Drama,94,Certified Fresh,94,54,83
R,"Comedy, Sports & Fitness",90,Certified Fresh,82,104,71
R,Comedy,,Rotten,42,59,42
PG,"Action & Adventure, Comedy, Kids & Family",115,Fresh,71,48,91
PG,"Horror, Kids & Family, Mystery & Suspense",103,Certified Fresh,78,160,62
PG,"Comedy, Horror, Kids & Family",100,Rotten,48,93,40
G,"Comedy, Kids & Family",90,Rotten,26,19,24
NR,"Documentary, Special Interest",89,Fresh,83,29,84
NR,Documentary,75,Fresh,78,9,46
NR,"Comedy, Romance",150,Rotten,44,9,27
PG-13,Drama,130,Fresh,83,18,74
R,"Drama, Mystery & Suspense",128,Fresh,78,23,60
R,"Comedy, Drama, Mystery & Suspense",138,Certified Fresh,86,159,78
PG,"Drama, Faith & Spirituality",103,Rotten,32,37,75
NR,"Art House & International, Documentary, Drama",135,Fresh,91,35,86
NR,Drama,98,Rotten,33,6,36
R,"Drama, Mystery & Suspense",90,Rotten,28,65,47
R,"Art House & International, Drama, Horror, Mystery & Suspense",87,Rotten,50,12,49
R,"Horror, Mystery & Suspense",98,Rotten,14,168,45
NR,"Art House & International, Documentary, Musical & Performing Arts",70,Rotten,0,6,44
R,Drama,105,Rotten,0,55,46
R,"Art House & International, Drama, Romance",114,Fresh,65,34,50
R,Drama,114,Rotten,30,87,57
NR,"Comedy, Drama, Horror, Science Fiction & Fantasy",94,Fresh,72,32,51
PG-13,Drama,92,Fresh,62,73,60
R,"Drama, Musical & Performing Arts",116,Fresh,75,24,80
PG,"Drama, Faith & Spirituality",101,Rotten,50,8,78
NR,"Art House & International, Drama, Mystery & Suspense",84,Fresh,84,25,71
PG-13,Drama,96,Fresh,61,93,58
PG,"Classics, Comedy, Drama, Romance",106,Certified Fresh,88,77,90
PG-13,"Action & Adventure, Comedy, Drama",89,Rotten,0,6,63
R,"Horror, Mystery & Suspense",96,Rotten,57,7,18
PG-13,"Drama, Musical & Performing Arts",95,Rotten,19,27,40
R,Drama,130,Certified Fresh,81,232,90
NR,Documentary,43,Fresh,78,9,60
NR,"Classics, Drama, Romance",102,Fresh,86,37,77
R,Mystery & Suspense,90,Certified Fresh,79,70,47
PG,"Classics, Drama",167,Fresh,100,10,88
PG-13,"Comedy, Drama",87,Rotten,46,28,52
R,Comedy,82,Certified Fresh,91,172,68
R,Comedy,136,Rotten,16,63,85
G,"Classics, Drama",129,Certified Fresh,100,45,88
R,"Documentary, Drama, Special Interest",80,Fresh,75,20,77
PG,"Comedy, Drama",107,Rotten,50,14,55
NR,"Classics, Comedy, Romance",105,Fresh,88,8,64
NR,Documentary,97,Fresh,100,7,
R,"Comedy, Drama, Special Interest",100,Rotten,50,30,44
PG-13,"Documentary, Musical & Performing Arts",82,Fresh,70,43,81
NR,Horror,92,Fresh,64,14,49
NR,Horror,99,Rotten,20,10,27
NR,"Animation, Anime & Manga, Art House & International, Drama",88,Certified Fresh,98,40,95
R,"Horror, Mystery & Suspense",98,Fresh,100,7,45
PG-13,"Drama, Science Fiction & Fantasy",91,Certified Fresh,96,346,80
NR,"Comedy, Horror",95,Rotten,30,10,41
PG,"Action & Adventure, Drama, Mystery & Suspense",111,Rotten,57,7,35
NR,"Art House & International, Comedy, Drama, Musical & Performing Arts",90,Rotten,55,20,74
PG,"Comedy, Musical & Performing Arts, Romance",110,Certified Fresh,75,71,87
PG,"Comedy, Musical & Performing Arts, Romance",115,Rotten,38,34,53
PG-13,"Musical & Performing Arts, Television",132,Certified Fresh,92,36,69
NR,"Classics, Comedy, Drama, Western",91,Rotten,50,6,61
NR,"Documentary, Musical & Performing Arts, Special Interest",60,Fresh,89,19,70
PG-13,Drama,127,Certified Fresh,79,130,86
G,"Classics, Comedy, Drama",126,Certified Fresh,93,41,95
NR,"Classics, Drama",118,Fresh,100,27,88
PG-13,"Classics, Drama",128,Fresh,68,80,49
NR,"Classics, Drama",82,Fresh,67,6,50
G,"Comedy, Kids & Family, Musical & Performing Arts",95,Fresh,76,21,79
R,"Comedy, Drama",88,Fresh,73,41,45
PG,Comedy,91,Rotten,40,15,70
R,"Action & Adventure, Drama",142,Rotten,37,121,70
PG,Drama,106,Fresh,94,18,75
R,"Comedy, Drama",90,Rotten,45,22,34
R,"Comedy, Drama",106,Certified Fresh,81,43,72
NR,"Classics, Drama, Musical & Performing Arts, Romance",179,Fresh,62,29,50
PG,"Drama, Sports & Fitness",130,Fresh,67,15,85
PG,Drama,115,Fresh,63,112,82
NR,"Classics, Drama, Kids & Family, Romance",92,Rotten,45,29,55
G,"Classics, Drama, Faith & Spirituality",196,Rotten,38,21,64
PG-13,Comedy,113,Rotten,28,18,48
PG-13,"Documentary, Special Interest",90,Fresh,67,36,54
PG-13,Drama,130,Certified Fresh,78,335,91
PG-13,"Comedy, Romance",108,Fresh,60,30,50
PG-13,Drama,113,Fresh,61,28,52
NR,"Classics, Drama, Mystery & Suspense",91,Fresh,73,15,84
PG-13,"Action & Adventure, Comedy, Science Fiction & Fantasy",119,Rotten,44,233,43
PG-13,"Action & Adventure, Science Fiction & Fantasy",113,Rotten,26,240,45
PG-13,"Action & Adventure, Animation, Science Fiction & Fantasy",77,Rotten,50,6,70
R,"Drama, Mystery & Suspense, Science Fiction & Fantasy",188,Certified Fresh,79,133,94
NR,"Classics, Comedy, Drama",93,Fresh,81,16,84
R,Horror,94,Certified Fresh,90,229,75
G,"Drama, Horror, Science Fiction & Fantasy",90,Rotten,20,10,41
R,Drama,106,Rotten,47,64,87
R,"Comedy, Drama",100,Certified Fresh,76,172,42
NR,Comedy,97,Certified Fresh,80,49,
R,"Comedy, Drama",91,Rotten,46,69,66
NR,"Documentary, Musical & Performing Arts",93,Fresh,71,7,44
NR,Drama,99,Fresh,72,32,45
NR,"Documentary, Musical & Performing Arts",77,Fresh,94,18,83
PG,"Art House & International, Comedy, Drama, Romance",91,Fresh,94,16,81
PG,"Comedy, Horror, Science Fiction & Fantasy",120,Certified Fresh,84,63,78
PG-13,"Comedy, Horror, Science Fiction & Fantasy",107,Fresh,69,45,57
R,Drama,98,Fresh,60,255,41
NR,Comedy,98,Fresh,83,6,44
PG,"Documentary, Special Interest",94,Fresh,94,33,85
NR,"Drama, Television",105,Fresh,87,30,79
PG-13,Drama,107,Rotten,17,12,56
PG,"Action & Adventure, Art House & International, Drama, Kids & Family",130,Fresh,71,14,60
PG-13,"Action & Adventure, Drama",120,Rotten,42,100,81
NR,"Art House & International, Drama",115,Fresh,75,12,81
PG-13,"Art House & International, Comedy, Drama, Romance",93,Fresh,63,56,52
R,"Drama, Mystery & Suspense",114,Certified Fresh,90,42,70
NR,Drama,100,Fresh,67,15,32
R,"Action & Adventure, Comedy, Drama",110,Rotten,40,129,39
NR,"Action & Adventure, Documentary, Drama",79,Fresh,71,7,70
NR,"Art House & International, Drama, Mystery & Suspense",94,Fresh,100,23,86
R,Documentary,100,Certified Fresh,92,141,85
NR,"Art House & International, Drama",96,Certified Fresh,90,60,75
R,Comedy,98,Rotten,52,33,44
R,Drama,84,Rotten,57,51,80
PG-13,"Comedy, Drama",107,Rotten,30,10,53
R,"Action & Adventure, Comedy, Drama, Mystery & Suspense",107,Certified Fresh,80,70,87
R,"Action & Adventure, Drama, Mystery & Suspense",89,Rotten,40,5,34
PG,"Comedy, Science Fiction & Fantasy, Special Interest, Romance",102,Certified Fresh,96,78,88
PG-13,"Comedy, Drama, Kids & Family",102,Fresh,73,11,80
NR,"Comedy, Drama",95,Fresh,80,5,72
PG-13,Comedy,102,Rotten,10,166,62
PG-13,Comedy,101,Rotten,7,112,53
PG-13,"Horror, Mystery & Suspense",102,Rotten,12,76,40
PG-13,"Comedy, Drama, Sports & Fitness",113,Rotten,31,139,46
PG-13,Comedy,101,Rotten,17,18,62
NR,Comedy,120,Rotten,27,11,38
PG-13,"Comedy, Drama",103,Fresh,63,40,74
NR,Drama,102,Certified Fresh,92,49,75
NR,Documentary,76,Fresh,100,5,40
PG-13,"Action & Adventure, Science Fiction & Fantasy",121,Certified Fresh,91,316,92
PG-13,"Action & Adventure, Comedy, Science Fiction & Fantasy",137,Certified Fresh,84,395,87
PG-13,"Comedy, Mystery & Suspense",95,Rotten,57,35,48
NR,Comedy,106,Certified Fresh,92,51,80
NR,Documentary,88,Certified Fresh,89,47,83
PG-13,Comedy,105,Rotten,42,151,49
NR,"Classics, Comedy, Drama, Romance",108,Fresh,71,31,85
NR,"Documentary, Musical & Performing Arts",88,Fresh,71,24,64
NR,Comedy,85,Fresh,88,16,57
R,"Drama, Mystery & Suspense",107,Rotten,40,5,43
R,"Drama, Mystery & Suspense",104,Rotten,38,16,34
PG-13,Drama,105,Fresh,65,17,54
NR,"Art House & International, Drama, Mystery & Suspense",144,Fresh,65,17,60
PG,"Action & Adventure, Comedy, Science Fiction & Fantasy",87,Rotten,20,119,27
PG,"Action & Adventure, Comedy",105,Rotten,30,10,65
R,Drama,88,Fresh,65,31,68
R,Comedy,102,Rotten,24,42,36
R,Action & Adventure,86,Rotten,0,9,39
R,"Action & Adventure, Drama, Mystery & Suspense",97,Fresh,63,8,40
G,"Action & Adventure, Classics, Western",122,Fresh,82,11,69
PG,"Action & Adventure, Classics, Comedy, Drama",117,Fresh,92,26,74
NR,"Action & Adventure, Comedy, Western",89,Rotten,40,5,64
PG-13,"Documentary, Sports & Fitness",90,Certified Fresh,74,42,66
PG,"Action & Adventure, Art House & International, Classics, Drama",158,Fresh,95,22,86
NR,"Art House & International, Drama",161,Fresh,83,12,84
NR,"Horror, Mystery & Suspense",90,Rotten,50,10,26
NR,"Drama, Musical & Performing Arts",82,Fresh,91,23,47
R,Comedy,94,Rotten,42,12,22
R,"Art House & International, Comedy, Drama, Sports & Fitness",106,Rotten,38,13,72
NR,"Classics, Comedy, Drama, Musical & Performing Arts",150,Fresh,91,32,83
NR,"Drama, Romance",135,Fresh,67,9,71
NR,"Horror, Mystery & Suspense",98,Fresh,71,58,83
R,"Action & Adventure, Drama",90,Rotten,17,12,40
R,"Art House & International, Comedy, Drama",94,Rotten,54,26,78
PG,"Documentary, Musical & Performing Arts, Special Interest",111,Certified Fresh,86,50,82
R,"Art House & International, Drama, Mystery & Suspense",106,Fresh,80,5,52
R,Horror,106,Rotten,21,78,45
NR,"Art House & International, Drama",105,Fresh,61,18,47
NR,"Art House & International, Drama",104,Rotten,40,5,77
G,"Drama, Kids & Family",93,Fresh,64,28,84
PG-13,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",104,Rotten,33,45,68
R,"Action & Adventure, Drama",139,Certified Fresh,85,266,91
NR,"Art House & International, Horror",102,Fresh,95,22,44
R,"Art House & International, Comedy",92,Fresh,60,47,76
PG-13,Comedy,106,Certified Fresh,86,349,44
R,"Art House & International, Drama, Special Interest, Faith & Spirituality",107,Fresh,70,10,63
NR,"Classics, Comedy, Drama",101,Fresh,95,20,85
PG,"Comedy, Drama, Musical & Performing Arts",122,Fresh,90,21,88
G,"Animation, Comedy, Horror, Romance",78,Fresh,75,20,72
PG-13,"Comedy, Drama",97,Rotten,22,18,26
PG,"Comedy, Musical & Performing Arts",117,Certified Fresh,91,219,85
NR,Documentary,76,Certified Fresh,97,66,38
R,"Drama, Mystery & Suspense, Science Fiction & Fantasy",110,Rotten,25,8,46
NR,"Classics, Musical & Performing Arts, Romance",148,Rotten,29,7,78
R,Comedy,82,Rotten,29,24,81
R,Comedy,100,Rotten,55,29,55
R,Drama,87,Certified Fresh,90,157,82
R,Drama,113,Rotten,51,53,36
PG-13,Action & Adventure,98,Rotten,3,88,38
R,Comedy,106,Rotten,33,175,40
NR,Horror,117,Rotten,0,6,
R,Horror,109,Rotten,27,116,59
R,Horror,109,Certified Fresh,79,358,70
R,Horror,88,Rotten,29,28,53
R,Horror,96,Rotten,13,24,37
R,Horror,86,Rotten,52,61,49
R,"Drama, Horror",93,Rotten,28,39,63
R,"Horror, Science Fiction & Fantasy",99,Rotten,42,26,27
R,Horror,89,Rotten,11,63,26
R,"Horror, Kids & Family",1,Rotten,6,34,37
NR,"Comedy, Kids & Family, Science Fiction & Fantasy",90,Fresh,80,5,72
NR,"Action & Adventure, Classics, Drama",113,Fresh,88,8,49
R,"Action & Adventure, Drama",104,Fresh,100,11,72
R,Comedy,92,Fresh,62,144,56
R,Action & Adventure,99,Rotten,29,21,71
PG,"Action & Adventure, Drama, Mystery & Suspense",95,Fresh,80,10,62
PG-13,"Comedy, Drama, Romance",103,Rotten,44,59,40
PG-13,"Action & Adventure, Comedy, Drama",92,Rotten,41,224,59
R,"Drama, Science Fiction & Fantasy",109,Rotten,28,18,44
R,"Action & Adventure, Drama",105,Rotten,44,106,52
R,Drama,94,Fresh,81,26,56
PG-13,"Classics, Drama, Western",114,Fresh,92,13,73
NR,"Horror, Mystery & Suspense, Science Fiction & Fantasy",83,Rotten,14,7,17
R,"Comedy, Drama",89,Fresh,83,6,68
PG-13,"Comedy, Drama",95,Rotten,12,85,34
NR,Horror,85,Fresh,100,6,29
R,"Drama, Mystery & Suspense",98,Rotten,5,22,29
NR,Classics,131,Fresh,85,13,67
PG,"Action & Adventure, Comedy, Drama, Mystery & Suspense",107,Rotten,33,9,31
PG-13,"Action & Adventure, Mystery & Suspense",111,Fresh,72,225,66
G,"Documentary, Kids & Family, Musical & Performing Arts",75,Fresh,73,44,70
PG-13,"Comedy, Drama, Romance",103,Certified Fresh,91,56,91
NR,Drama,109,Certified Fresh,87,71,75
NR,"Drama, Gay & Lesbian",86,Rotten,20,10,47
NR,Comedy,69,Certified Fresh,100,46,22
G,"Comedy, Kids & Family",92,Rotten,43,132,67
NR,"Art House & International, Comedy, Drama",83,Rotten,59,46,45
NR,"Comedy, Television",83,Fresh,100,7,55
R,"Drama, Horror, Mystery & Suspense",121,Rotten,16,147,55
PG,"Action & Adventure, Drama, Romance",109,Rotten,57,7,41
G,"Classics, Kids & Family, Musical & Performing Arts, Romance",112,Fresh,83,6,75
R,"Action & Adventure, Comedy",87,Rotten,15,139,53
G,"Comedy, Drama, Kids & Family, Musical & Performing Arts",164,Rotten,50,6,82
PG,"Animation, Comedy, Kids & Family, Science Fiction & Fantasy",87,Rotten,4,80,34
R,"Art House & International, Comedy, Drama, Horror, Musical & Performing Arts",113,Fresh,66,29,82
R,"Comedy, Drama, Romance",110,Fresh,72,61,75
NR,Comedy,,Fresh,83,6,53
PG-13,"Art House & International, Drama",130,Certified Fresh,90,81,83
R,"Art House & International, Horror",111,Rotten,27,11,42
R,Comedy,91,Rotten,57,7,62
R,Drama,78,Certified Fresh,75,73,37
PG-13,Horror,,Fresh,71,148,66
PG-13,Horror,120,Fresh,70,194,59
R,"Art House & International, Comedy, Drama",128,Rotten,55,108,63
PG,"Animation, Comedy, Kids & Family",109,Certified Fresh,76,166,70
PG,"Animation, Art House & International, Kids & Family",99,Rotten,45,120,61
R,"Art House & International, Comedy, Special Interest",85,Certified Fresh,85,48,59
R,"Drama, Mystery & Suspense",89,Rotten,48,21,41
NR,"Art House & International, Documentary, Special Interest",94,Certified Fresh,88,48,77
PG-13,Comedy,104,Certified Fresh,81,52,55
NR,"Documentary, Drama",100,Fresh,89,35,70
R,Comedy,99,Rotten,40,52,60
NR,"Action & Adventure, Art House & International, Drama",126,Certified Fresh,76,42,75
G,"Art House & International, Classics, Drama",135,Fresh,100,8,97
R,"Horror, Science Fiction & Fantasy",82,Rotten,43,7,19
R,Comedy,97,Rotten,14,7,9
R,"Drama, Horror, Mystery & Suspense",104,Fresh,67,144,78
R,"Comedy, Drama, Musical & Performing Arts",96,Fresh,69,13,89
R,Drama,101,Fresh,83,36,83
R,Action & Adventure,96,Rotten,28,43,34
NR,"Comedy, Drama",96,Rotten,33,9,61
R,Action & Adventure,97,Rotten,53,32,49
R,"Action & Adventure, Comedy, Mystery & Suspense",100,Rotten,17,6,45
NR,Science Fiction & Fantasy,170,Certified Fresh,95,40,65
R,"Action & Adventure, Drama, Mystery & Suspense",96,Rotten,33,12,47
R,"Action & Adventure, Comedy",111,Fresh,74,19,53
R,"Action & Adventure, Art House & International, Comedy, Drama, Mystery & Suspense",2,Rotten,39,82,40
PG-13,"Comedy, Drama",115,Rotten,40,101,70
R,"Action & Adventure, Science Fiction & Fantasy",90,Rotten,50,143,54
R,"Classics, Drama",105,Fresh,91,33,83
R,"Action & Adventure, Horror, Science Fiction & Fantasy",94,Rotten,50,12,53
NR,Comedy,13,Fresh,83,6,68
NR,Comedy,,Fresh,100,7,46
R,"Comedy, Drama",100,Rotten,10,10,50
R,"Action & Adventure, Comedy",116,Rotten,21,34,80
R,Action & Adventure,100,Rotten,22,18,65
NR,"Art House & International, Drama",118,Fresh,100,38,80
NR,"Comedy, Documentary, Special Interest",101,Fresh,79,24,80
R,Comedy,101,Rotten,52,136,60
R,"Action & Adventure, Comedy",88,Fresh,74,147,80
NR,Documentary,100,Fresh,97,31,90
PG,"Classics, Comedy, Romance",91,Certified Fresh,84,45,93
NR,"Comedy, Horror",77,Fresh,100,6,59
NR,"Drama, Mystery & Suspense",121,Fresh,100,18,74
NR,"Art House & International, Comedy, Horror",83,Certified Fresh,96,46,76
R,"Art House & International, Drama",130,Rotten,49,86,76
PG,"Comedy, Kids & Family",111,Rotten,42,19,53
PG,Comedy,111,Fresh,63,8,33
NR,Documentary,87,Fresh,85,27,46
R,"Art House & International, Drama, Mystery & Suspense",103,Fresh,62,125,75
NR,"Documentary, Television",77,Fresh,92,26,76
PG,"Kids & Family, Science Fiction & Fantasy",161,Certified Fresh,83,235,80
PG-13,"Action & Adventure, Drama, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",146,Certified Fresh,77,276,85
PG-13,"Action & Adventure, Drama, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",131,Certified Fresh,96,329,89
PG-13,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",157,Certified Fresh,88,253,74
PG,"Action & Adventure, Drama, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",154,Certified Fresh,83,276,78
PG-13,"Action & Adventure, Drama, Kids & Family, Science Fiction & Fantasy",138,Certified Fresh,78,250,81
PG,"Kids & Family, Science Fiction & Fantasy",142,Certified Fresh,90,257,86
PG,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",152,Certified Fresh,81,197,82
R,"Action & Adventure, Drama",115,Rotten,48,99,55
R,Drama,128,Rotten,59,123,48
PG,"Documentary, Sports & Fitness",105,Fresh,92,38,76
R,"Comedy, Drama",97,Rotten,33,36,33
R,"Drama, Romance",84,Fresh,73,11,65
NR,"Classics, Comedy, Drama, Science Fiction & Fantasy",104,Fresh,85,27,93
NR,"Classics, Comedy, Musical & Performing Arts, Western",102,Fresh,100,10,82
NR,Comedy,72,Fresh,78,9,85
R,"Art House & International, Drama, Gay & Lesbian",120,Fresh,67,15,83
NR,"Action & Adventure, Classics, Comedy, Drama",157,Fresh,67,24,77
R,Horror,84,Rotten,52,46,45
PG,"Art House & International, Horror, Mystery & Suspense, Science Fiction & Fantasy",84,Rotten,50,6,49
NR,"Action & Adventure, Comedy, Horror, Mystery & Suspense",96,Rotten,40,35,35
R,Horror,81,Rotten,57,23,39
R,"Drama, Mystery & Suspense, Gay & Lesbian",103,Rotten,6,18,60
R,"Comedy, Drama",102,Rotten,50,54,36
PG-13,"Documentary, Special Interest",92,Rotten,0,9,92
R,Horror,86,Rotten,39,18,30
R,"Horror, Mystery & Suspense",92,Fresh,68,38,100
R,"Drama, Horror, Mystery & Suspense",102,Rotten,9,11,23
PG,"Comedy, Horror, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",88,Rotten,13,139,30
NR,Horror,87,Fresh,71,7,66
R,"Action & Adventure, Animation, Comedy, Horror, Mystery & Suspense",77,Rotten,40,5,48
NR,"Horror, Mystery & Suspense",97,Rotten,54,35,42
NR,"Documentary, Horror",88,Fresh,100,9,80
PG-13,"Drama, Mystery & Suspense",86,Rotten,3,40,18
NR,"Art House & International, Comedy, Horror, Science Fiction & Fantasy, Special Interest",87,Fresh,90,29,80
R,"Comedy, Romance",87,Rotten,36,22,84
NR,"Documentary, Drama, Special Interest",73,Fresh,89,28,67
NR,"Documentary, Drama, Sports & Fitness",84,Fresh,88,8,39
R,Drama,85,Rotten,45,11,36
PG,"Documentary, Special Interest",86,Fresh,85,27,73
NR,Horror,74,Fresh,88,17,81
R,"Action & Adventure, Drama, Mystery & Suspense",93,Certified Fresh,80,190,41
R,Drama,138,Certified Fresh,81,62,83
R,Horror,94,Rotten,22,9,31
PG-13,"Art House & International, Comedy, Drama, Mystery & Suspense",96,Fresh,71,72,84
PG-13,Documentary,87,Fresh,72,133,72
PG-13,"Comedy, Drama, Romance",115,Rotten,33,15,34
NR,"Classics, Drama, Mystery & Suspense",80,Fresh,86,7,61
NR,"Art House & International, Comedy, Drama",95,Fresh,80,20,62
PG-13,"Art House & International, Comedy, Drama, Mystery & Suspense",92,Rotten,40,15,44
NR,"Horror, Mystery & Suspense, Science Fiction & Fantasy",90,Fresh,63,16,46
PG-13,Comedy,95,Rotten,30,119,47
NR,"Art House & International, Drama",104,Fresh,63,24,69
R,"Action & Adventure, Art House & International, Mystery & Suspense",101,Certified Fresh,93,99,85
NR,"Art House & International, Mystery & Suspense, Special Interest",105,Fresh,69,13,48
NR,"Action & Adventure, Art House & International, Drama, Mystery & Suspense",117,Fresh,72,47,57
R,"Documentary, Horror, Musical & Performing Arts",89,Rotten,50,8,20
NR,"Art House & International, Drama",104,Certified Fresh,92,59,69
R,"Comedy, Drama",104,Fresh,90,29,79
R,Mystery & Suspense,98,Rotten,11,9,36
NR,Documentary,104,Fresh,60,5,92
NR,"Art House & International, Drama, Special Interest",93,Fresh,91,11,72
R,"Comedy, Science Fiction & Fantasy",95,Rotten,0,8,34
PG,"Classics, Drama",123,Fresh,100,8,86
NR,Documentary,75,Certified Fresh,96,90,64
PG,"Documentary, Musical & Performing Arts",103,Certified Fresh,90,98,79
NR,"Art House & International, Drama, Mystery & Suspense",140,Fresh,80,25,48
PG,"Comedy, Science Fiction & Fantasy",79,Rotten,0,5,22
R,"Action & Adventure, Drama",130,Fresh,79,19,74
R,"Comedy, Drama, Romance",109,Rotten,50,18,47
NR,"Drama, Horror, Science Fiction & Fantasy",114,Fresh,78,40,47
NR,Drama,96,Rotten,40,5,
R,Documentary,112,Fresh,89,38,91
PG-13,"Comedy, Drama",97,Certified Fresh,91,150,73
PG-13,"Drama, Mystery & Suspense",101,Rotten,49,137,64
R,"Documentary, Special Interest, Television",96,Fresh,100,25,94
R,"Drama, Musical & Performing Arts",90,Rotten,40,5,35
PG,"Comedy, Western",102,Fresh,83,6,42
NR,Drama,129,Fresh,84,25,76
R,"Action & Adventure, Drama, Mystery & Suspense",92,Rotten,31,55,29
R,"Drama, Romance",133,Fresh,90,10,56
R,"Comedy, Cult Movies, Drama",102,Certified Fresh,93,55,83
NR,"Action & Adventure, Mystery & Suspense",93,Rotten,9,11,20
R,"Action & Adventure, Art House & International, Drama, Mystery & Suspense, Romance",96,Fresh,74,87,76
G,"Classics, Comedy, Drama, Science Fiction & Fantasy, Romance",112,Fresh,85,13,76
R,"Comedy, Drama",102,Rotten,40,5,74
PG,Drama,99,Rotten,49,87,66
NR,"Action & Adventure, Classics, Comedy, Drama",108,Fresh,88,8,81
R,Drama,94,Certified Fresh,87,70,66
R,"Drama, Science Fiction & Fantasy, Romance",98,Certified Fresh,92,50,83
R,"Action & Adventure, Drama, Western",220,Rotten,57,44,54
R,"Drama, Mystery & Suspense",135,Rotten,16,19,31
R,Drama,104,Fresh,86,28,69
R,"Action & Adventure, Animation, Art House & International, Science Fiction & Fantasy",88,Rotten,10,10,36
R,"Documentary, Musical & Performing Arts, Special Interest",92,Fresh,83,24,86
R,"Action & Adventure, Animation, Comedy, Drama",76,Fresh,89,18,75
NR,"Action & Adventure, Art House & International, Comedy, Romance",91,Fresh,93,28,83
PG,"Comedy, Kids & Family",97,Rotten,29,7,77
R,"Action & Adventure, Comedy",85,Rotten,50,22,64
R,Drama,114,Rotten,37,86,61
R,"Comedy, Drama, Musical & Performing Arts",91,Certified Fresh,93,111,93
NR,"Documentary, Special Interest",106,Fresh,75,8,48
R,Drama,96,Fresh,64,105,74
NR,"Documentary, Musical & Performing Arts",97,Fresh,90,10,96
R,Action & Adventure,90,Rotten,29,28,41
PG-13,Comedy,89,Rotten,17,30,42
NR,Drama,89,Rotten,50,10,25
R,"Art House & International, Drama, Special Interest",116,Rotten,42,12,55
NR,Drama,105,Rotten,59,44,62
NR,Comedy,80,Rotten,17,6,80
R,"Animation, Comedy",,Rotten,0,5,33
NR,"Action & Adventure, Documentary, Special Interest",88,Fresh,100,30,69
R,"Comedy, Horror",98,Rotten,29,38,27
R,"Action & Adventure, Comedy, Science Fiction & Fantasy",88,Fresh,63,8,46
R,Horror,105,Rotten,42,62,41
NR,"Documentary, Special Interest, Faith & Spirituality",85,Fresh,94,34,66
NR,"Action & Adventure, Classics, Drama",89,Fresh,83,6,75
R,"Horror, Mystery & Suspense",101,Rotten,56,9,45
R,"Drama, Mystery & Suspense",102,Certified Fresh,97,274,88
R,"Action & Adventure, Classics, Cult Movies",96,Rotten,22,9,50
R,"Comedy, Horror, Mystery & Suspense",85,Rotten,25,8,21
NR,"Documentary, Special Interest, Faith & Spirituality",85,Fresh,75,8,78
R,Horror,96,Rotten,54,28,58
PG-13,"Action & Adventure, Horror, Science Fiction & Fantasy",122,Certified Fresh,81,201,66
R,"Action & Adventure, Science Fiction & Fantasy",120,Rotten,17,205,52
PG-13,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",120,Certified Fresh,86,247,71
R,Drama,98,Rotten,59,49,46
NR,Horror,80,Rotten,27,30,16
PG,"Comedy, Science Fiction & Fantasy",96,Rotten,11,19,50
G,"Classics, Comedy, Musical & Performing Arts",146,Rotten,43,30,76
NR,Drama,90,Rotten,11,9,73
R,"Comedy, Drama",95,Certified Fresh,75,52,55
PG-13,"Comedy, Drama",91,Fresh,71,14,59
R,Horror,97,Rotten,36,11,37
R,Drama,95,Certified Fresh,84,122,76
R,Horror,94,Fresh,70,44,73
R,"Horror, Science Fiction & Fantasy",85,Rotten,31,13,37
R,Horror,1,Rotten,17,6,26
R,Horror,1,Rotten,0,7,33
R,Horror,1,Rotten,20,5,23
R,Horror,98,Rotten,41,17,35
NR,Horror,81,Rotten,50,8,26
NR,"Drama, Television",194,Fresh,100,11,74
NR,"Documentary, Musical & Performing Arts, Special Interest",80,Fresh,88,17,80
R,"Drama, Romance",155,Rotten,50,10,41
NR,"Art House & International, Documentary, Special Interest, Television",212,Fresh,93,14,91
NC17,"Drama, Horror, Mystery & Suspense",90,Certified Fresh,87,61,71
R,"Art House & International, Comedy",137,Fresh,90,29,82
PG,"Comedy, Drama",100,Rotten,39,99,52
