rating,genre,runtime_in_minutes,tomatometer_status,tomatometer_rating,tomatometer_count,audience_rating
6,752,97,2,53,131,23
2,951,123,2,47,43,17
4,292,149,2,25,228,57
2,0,210,1,60,5,61
3,782,117,1,60,10,60
3,752,85,2,1,79,38
3,835,92,2,27,131,48
4,752,98,2,21,125,50
4,752,96,2,31,121,49
4,782,100,2,26,54,81
6,954,95,1,67,12,56
2,564,131,2,43,14,55
6,959,100,1,69,39,40
4,465,113,1,76,34,54
0,716,99,1,100,5,59
0,716,90,1,100,7,24
2,336,81,1,80,10,54
6,951,117,0,93,255,91
6,951,111,1,78,23,73
6,995,,2,14,22,64
6,1033,110,2,44,25,49
2,59,101,1,100,6,62
3,301,95,2,44,9,35
6,1019,97,0,92,137,85
6,752,113,1,69,106,57
4,752,99,0,75,140,39
4,811,98,1,64,169,69
2,752,60,2,20,5,
2,951,90,1,100,15,84
4,195,83,2,18,95,30
2,626,88,1,80,10,65
6,951,84,1,69,13,91
3,804,127,2,51,43,67
2,884,85,1,88,33,88
6,987,137,1,69,118,91
3,782,97,1,80,15,72
6,989,133,1,64,114,77
4,308,181,0,82,74,87
2,927,50,2,57,21,70
3,557,95,1,66,32,58
6,557,123,2,23,22,42
2,923,90,0,88,40,73
2,634,94,1,80,5,69
2,884,90,2,20,5,83
4,189,99,1,70,20,72
6,951,112,1,68,28,85
2,1033,130,2,20,5,28
2,557,110,1,68,19,53
6,951,105,0,77,111,79
6,951,99,2,28,39,64
6,997,102,2,55,11,33
6,579,130,2,43,7,53
2,995,90,2,56,9,89
6,959,79,2,29,7,32
6,802,106,0,77,131,73
4,474,101,2,55,77,77
2,884,104,1,74,31,51
6,292,102,1,65,133,75
4,0,109,2,26,31,38
0,1056,93,1,100,15,77
6,1006,92,2,57,21,34
4,334,103,2,44,226,35
6,195,91,1,69,189,78
4,959,113,2,36,252,46
6,995,113,2,58,131,52
6,951,115,1,62,58,84
6,1035,101,0,76,82,85
6,951,92,2,0,35,31
3,46,93,0,79,47,81
2,940,81,0,94,68,89
2,465,116,1,69,13,69
6,1033,122,2,56,32,37
2,782,84,1,70,79,41
6,951,86,2,40,40,40
2,965,100,2,50,6,64
3,279,101,1,67,6,76
2,712,106,1,93,27,82
4,301,,2,23,351,64
6,995,114,2,24,80,33
2,557,91,0,79,58,65
2,1033,105,2,33,6,35
4,1033,97,2,41,92,49
2,1064,81,2,29,24,15
4,1033,103,2,0,20,15
2,1025,90,1,64,11,28
3,689,106,1,86,21,81
2,959,94,2,52,21,34
4,1033,105,2,47,154,28
4,951,125,0,85,300,82
6,334,96,0,84,61,58
6,315,93,2,29,7,20
6,334,87,2,33,6,21
4,1025,90,2,4,54,31
4,1033,86,2,9,129,34
2,926,89,1,89,19,65
2,1033,101,1,70,30,62
2,1033,78,1,71,28,45
4,782,103,2,21,89,29
0,705,107,2,40,5,69
3,1056,100,2,53,17,54
2,113,115,2,40,5,66
6,585,115,1,71,7,74
6,752,91,2,30,10,38
4,860,107,1,66,228,55
3,860,114,2,14,7,58
6,927,80,0,79,76,60
6,327,,2,22,9,51
3,1006,112,0,98,41,65
2,884,86,1,83,6,89
4,860,110,0,95,59,72
2,752,,2,35,17,99
2,717,116,1,83,6,31
6,489,107,2,53,19,43
2,716,94,1,83,12,80
2,752,73,1,71,7,55
3,323,93,1,100,5,78
6,959,109,0,75,187,77
4,301,130,0,91,306,88
2,951,87,2,0,6,9
4,294,124,2,44,219,50
2,660,111,1,100,15,89
3,489,115,1,100,35,91
0,97,94,1,69,45,56
6,1025,90,2,13,8,9
6,279,130,2,11,27,51
2,811,100,2,58,12,52
3,712,142,1,91,22,88
6,712,144,1,64,14,76
4,1073,103,2,21,194,27
6,119,131,1,63,96,68
6,951,93,2,24,21,45
6,282,98,1,68,150,49
6,811,98,1,68,22,50
4,279,115,2,25,40,37
6,995,70,1,91,11,63
2,995,95,2,22,9,45
2,557,115,1,81,32,62
2,782,92,2,0,13,36
6,951,123,0,82,85,79
2,1064,133,1,65,20,64
3,951,93,0,92,52,89
6,300,107,2,39,62,60
6,782,82,1,75,24,75
6,752,103,0,91,57,90
6,752,100,2,17,6,53
4,1,95,1,100,5,92
2,97,130,1,83,24,82
6,995,122,0,82,164,80
6,453,113,2,0,6,25
6,292,120,0,84,67,80
6,279,88,2,14,22,52
4,1033,108,2,7,43,29
6,997,107,0,83,47,77
6,834,101,0,88,40,87
6,1033,92,1,69,13,58
2,195,87,1,64,14,50
2,1033,99,2,20,10,18
6,292,109,2,33,12,43
6,1064,97,1,82,28,63
2,139,107,2,40,5,34
3,94,92,1,80,5,42
6,1014,121,1,71,51,88
6,1064,118,2,39,104,47
6,782,93,2,15,46,55
2,1023,93,1,72,18,49
2,995,86,2,57,44,91
3,855,89,1,79,24,72
2,1025,82,1,63,16,56
3,959,97,1,83,12,64
6,959,100,1,83,12,44
2,582,88,2,45,11,41
3,951,128,0,84,57,92
6,292,92,2,57,30,44
2,712,115,1,100,9,79
6,959,115,1,82,39,82
6,1033,90,2,20,79,51
2,82,91,1,68,76,56
6,82,100,1,81,31,68
6,1033,,2,0,5,33
6,1035,103,0,91,45,77
6,995,94,2,35,81,37
4,995,95,2,0,9,53
6,254,102,2,14,7,28
3,308,90,1,83,6,32
6,961,91,2,11,9,39
6,247,103,0,84,335,90
6,195,119,0,84,396,85
3,752,100,2,11,9,17
2,752,86,2,37,19,31
2,940,86,1,95,22,84
4,782,87,1,73,11,63
2,474,100,1,62,13,86
2,752,90,2,17,24,46
2,1006,100,1,89,9,87
4,951,102,0,81,112,91
3,752,113,2,12,34,28
2,940,80,1,86,7,
4,1006,109,2,29,135,55
2,923,90,1,62,34,51
2,557,101,2,36,64,66
6,782,108,0,91,131,61
6,995,103,0,84,49,81
6,782,90,1,62,130,79
6,782,92,2,42,137,45
4,862,103,2,52,48,61
2,884,79,2,33,12,72
3,997,96,2,42,38,26
6,1025,95,2,40,5,42
6,1025,87,1,91,11,43
2,959,101,2,39,74,24
2,557,85,1,100,11,86
6,995,90,2,37,99,58
6,312,114,1,63,41,72
6,329,105,2,42,158,60
6,0,99,2,17,6,37
6,191,78,1,83,35,64
6,0,105,2,50,6,45
6,458,115,2,40,5,70
6,279,111,2,21,112,60
2,643,80,1,88,8,80
6,752,109,2,42,119,66
6,160,93,1,65,26,69
6,292,,2,18,155,73
6,0,100,2,6,17,55
6,0,100,2,14,7,40
6,0,93,2,33,18,44
6,0,96,2,0,5,32
2,500,90,1,87,30,65
6,1033,87,2,57,7,34
3,806,116,1,75,16,71
4,242,91,2,39,61,55
2,892,70,1,86,14,81
4,973,104,2,41,69,52
6,327,108,2,11,100,31
2,940,88,1,92,39,71
2,167,119,1,100,6,69
3,752,92,2,6,83,30
2,495,100,0,86,42,70
6,927,90,1,89,9,77
6,951,100,2,56,25,41
2,941,83,2,50,10,59
2,221,91,1,100,6,53
6,811,111,2,40,45,64
3,312,123,2,44,18,37
6,315,72,2,0,5,9
6,995,99,0,82,117,59
4,951,109,2,43,35,59
4,294,121,2,45,86,43
6,599,98,1,96,24,86
6,329,106,2,29,31,43
0,404,40,1,91,34,79
2,884,90,1,75,12,71
6,581,99,2,20,5,59
6,315,97,2,0,8,23
4,279,99,0,83,251,82
2,941,94,1,85,20,75
3,862,111,1,97,32,83
6,782,95,1,73,22,58
3,995,96,1,100,6,68
6,951,137,2,57,183,72
3,689,97,1,82,22,87
2,752,90,1,92,24,57
4,293,126,2,55,159,73
3,431,89,2,12,43,26
2,195,103,1,88,16,82
3,419,96,2,14,14,35
4,951,91,1,81,36,66
6,492,97,0,89,54,91
3,862,96,2,44,9,40
2,1025,88,2,0,5,43
6,811,106,2,44,82,76
2,884,101,0,100,72,89
6,310,118,2,28,131,42
6,689,109,0,92,59,82
4,752,103,2,40,144,47
2,1033,88,1,71,7,30
4,802,125,2,48,155,66
4,195,89,2,5,44,38
6,0,125,2,18,11,50
6,0,110,2,11,9,40
6,951,101,2,0,5,51
2,959,75,1,65,23,35
2,160,101,1,80,5,64
6,782,100,2,53,203,54
6,217,115,1,62,39,66
6,606,94,0,92,66,56
2,909,111,2,40,10,61
6,1035,94,1,67,18,46
6,579,130,2,51,79,41
6,603,88,1,60,10,44
6,279,140,2,41,129,62
4,951,110,0,82,162,71
3,835,94,2,27,26,38
6,1025,98,2,0,5,24
6,292,152,0,91,277,94
2,1033,115,0,87,52,58
2,951,102,1,100,22,77
2,1035,79,1,100,8,51
6,995,107,2,21,125,58
2,927,86,1,82,11,83
2,928,84,1,82,34,57
0,97,137,1,73,15,94
2,1080,30,1,67,6,72
6,1025,99,0,85,175,75
2,940,90,1,78,23,59
6,782,90,2,37,19,47
4,951,104,2,33,43,62
2,160,87,1,71,7,61
6,586,96,1,100,16,76
2,129,88,1,83,6,69
6,282,90,2,29,7,55
6,292,90,1,63,89,46
2,667,118,1,80,10,68
0,667,104,1,100,22,83
2,752,86,1,67,9,70
6,752,90,1,70,10,80
6,292,101,2,17,30,37
4,811,104,1,86,28,62
3,389,98,0,75,182,85
3,389,90,2,58,190,54
4,608,93,2,9,22,42
2,160,135,1,80,5,65
6,811,90,2,53,80,60
2,461,114,1,90,21,88
6,203,101,2,17,18,21
0,53,88,1,75,8,68
6,1064,123,0,74,259,49
2,671,94,1,95,22,81
2,951,100,2,57,72,74
2,712,114,1,100,5,46
4,123,122,0,80,54,62
2,712,103,1,73,11,72
6,822,93,2,41,44,46
2,822,87,2,57,7,24
6,995,101,2,46,39,59
2,674,67,1,100,26,78
6,951,85,1,63,30,42
6,995,142,0,84,288,79
6,255,106,2,25,8,49
6,752,94,2,48,40,82
2,884,90,0,85,41,63
6,752,88,2,22,76,42
6,752,83,2,9,100,33
6,279,97,2,3,75,51
4,1033,80,2,51,96,43
3,840,96,2,18,11,24
2,641,90,1,100,7,83
2,940,85,0,98,51,90
6,995,101,0,88,57,70
6,282,130,1,67,51,80
6,579,108,0,92,119,89
2,160,130,1,60,5,69
2,1025,91,1,60,5,33
6,1025,89,2,18,56,21
2,995,94,2,33,15,23
2,951,114,2,24,96,39
2,474,162,1,90,10,95
6,292,111,2,34,38,41
6,1025,109,2,54,136,78
2,940,76,1,83,23,78
6,951,100,0,87,121,83
3,557,100,1,65,26,70
2,123,151,1,92,12,77
6,1071,90,2,19,21,27
4,782,97,1,71,7,41
3,742,106,0,89,45,92
3,188,121,1,65,46,58
4,951,107,2,8,105,25
4,884,92,0,94,70,79
2,951,96,0,93,90,65
2,1025,82,1,88,8,50
6,1033,94,1,62,130,41
2,557,98,1,86,22,83
2,447,99,1,100,8,87
4,752,103,2,16,114,87
3,835,93,2,52,105,49
3,793,100,2,47,99,61
3,835,94,2,52,73,63
3,835,,2,18,71,33
3,689,156,1,78,18,77
4,752,98,2,23,119,47
4,327,133,2,57,216,41
2,460,97,2,50,10,58
6,557,110,1,100,6,71
6,327,114,0,93,76,94
6,327,124,1,68,63,70
6,327,128,2,52,62,83
4,731,80,1,71,7,40
2,951,110,0,78,40,70
6,927,110,0,89,75,90
2,1025,85,1,76,25,39
6,782,96,1,70,56,57
6,951,85,1,66,67,41
3,951,98,2,43,7,73
2,1009,98,1,60,20,41
6,203,97,2,57,14,77
3,509,148,1,63,8,56
3,367,94,1,64,22,
3,465,88,1,88,8,52
6,474,95,2,0,5,36
2,752,87,2,35,31,37
6,782,110,1,92,38,77
4,752,114,2,41,189,42
4,474,78,1,74,46,90
6,819,105,1,90,10,46
3,267,94,1,73,48,76
2,270,40,1,75,8,36
2,402,47,1,100,7,52
2,940,83,2,25,8,46
6,940,90,0,84,73,76
2,951,85,0,94,49,81
4,990,105,1,69,65,90
2,987,180,2,19,21,15
4,1006,86,2,23,108,73
2,689,150,1,88,34,90
6,782,90,2,33,40,53
6,752,102,2,11,133,44
6,712,103,0,91,44,90
6,752,95,2,7,29,68
3,279,93,2,50,16,69
6,579,107,0,94,142,82
3,752,112,1,89,37,84
1,752,89,2,53,117,51
2,940,87,0,84,70,74
6,1064,100,0,80,97,67
6,995,142,2,29,7,57
4,279,118,2,50,20,44
4,752,88,2,1,74,21
6,995,128,2,58,60,41
2,557,93,2,20,5,75
6,197,93,1,83,6,50
6,995,115,1,70,79,75
2,995,81,1,78,9,40
3,494,101,0,98,51,89
2,474,78,1,100,6,44
6,557,118,0,83,60,62
4,782,101,0,96,98,81
0,1048,78,0,91,57,78
0,884,77,0,75,97,75
0,884,78,1,75,20,75
0,884,99,0,86,93,82
0,884,85,0,93,54,76
0,885,103,0,81,79,75
0,24,90,0,95,73,92
2,1006,114,0,84,193,76
2,579,101,0,72,78,52
2,661,90,1,60,5,68
6,782,101,2,50,6,57
6,327,,2,18,11,82
6,54,100,0,74,74,55
6,301,112,0,90,311,82
6,125,81,0,80,115,78
4,995,104,1,69,174,77
6,1035,83,2,34,38,40
2,884,82,1,100,13,69
2,884,85,1,79,28,78
4,334,139,2,42,227,69
2,884,107,0,90,49,79
4,474,120,0,90,61,91
4,782,116,2,44,145,65
2,951,105,1,83,18,72
2,618,109,1,100,5,56
2,716,83,1,75,8,63
6,940,93,0,89,124,86
2,1064,99,2,10,10,40
2,750,90,1,92,13,84
2,557,117,2,59,22,78
6,1023,165,0,86,281,91
2,940,78,0,81,47,47
2,506,126,2,20,5,22
2,884,73,0,90,41,62
6,782,120,0,93,83,90
4,951,115,2,25,20,83
2,884,,1,71,14,93
4,279,86,2,33,45,36
6,950,95,2,43,7,47
4,860,103,1,67,33,50
0,144,145,2,32,19,57
2,448,92,2,10,10,30
4,334,130,0,89,358,86
4,752,98,1,70,161,76
6,689,150,0,95,42,90
3,752,112,1,63,67,77
2,327,95,2,51,69,18
6,752,91,2,36,25,28
6,951,88,1,65,26,69
6,1025,104,1,77,35,79
2,500,89,2,48,23,46
6,557,96,0,92,66,76
4,946,91,0,92,96,88
6,583,177,1,70,167,89
2,946,85,1,75,8,70
2,474,174,0,97,61,90
6,0,88,1,64,14,67
6,951,118,0,97,168,91
6,626,122,1,86,7,53
2,951,180,1,78,9,68
6,995,131,0,84,43,81
3,973,113,0,81,110,80
3,973,107,1,65,86,72
2,922,40,1,88,8,65
6,782,93,2,56,127,38
4,292,89,2,24,100,37
2,940,84,1,86,7,93
6,1025,111,2,30,46,25
6,292,128,2,18,157,56
6,327,88,2,33,64,22
4,811,90,1,69,36,68
3,606,105,1,69,13,72
6,782,90,0,79,197,58
6,806,87,2,38,26,23
2,782,98,2,7,14,30
2,802,118,2,43,7,40
4,752,95,2,29,38,24
6,1064,90,2,52,52,24
6,995,115,0,88,57,89
6,858,113,0,87,115,80
6,951,102,2,38,45,43
4,998,95,2,14,7,43
2,141,108,2,55,11,77
6,814,80,2,36,11,25
6,752,88,2,31,26,80
2,1047,76,1,67,6,58
6,1033,76,2,59,172,34
3,712,76,1,100,10,75
6,1033,88,0,88,222,78
2,951,82,1,82,17,63
2,951,82,1,94,16,72
6,474,122,2,43,101,60
2,1064,92,2,39,23,28
6,1025,90,2,40,5,33
6,1025,,2,25,16,30
2,310,93,1,92,13,37
6,1033,93,2,21,24,22
2,1064,86,1,74,19,22
2,927,95,1,100,20,92
6,730,110,0,97,67,77
4,195,87,2,7,170,35
6,995,110,2,24,114,49
2,1033,95,2,9,11,22
6,923,113,1,64,45,73
4,752,105,2,36,28,56
6,752,92,0,98,132,69
2,449,102,1,80,5,77
3,845,90,2,45,11,74
6,951,113,0,76,178,74
6,315,104,2,19,135,34
6,78,71,2,47,34,62
6,283,109,2,51,72,44
2,1073,113,1,80,5,55
6,951,138,2,57,61,79
0,766,90,2,52,52,53
6,782,115,0,88,155,83
4,860,92,2,21,14,51
6,752,96,2,0,7,26
2,557,103,1,80,25,39
6,579,92,2,25,59,76
3,933,81,1,97,37,79
4,334,96,2,13,15,26
6,0,107,2,32,19,42
2,951,107,0,97,60,95
6,577,96,1,82,28,92
2,997,107,1,70,100,49
6,0,90,2,11,19,25
6,782,93,2,36,11,30
4,951,104,0,80,215,78
0,49,77,2,26,34,28
2,557,126,1,79,14,59
6,474,89,1,86,35,61
4,967,96,2,50,26,20
2,995,95,1,60,5,26
3,835,90,2,22,27,51
6,752,103,1,81,26,52
6,474,107,1,90,29,94
4,951,111,1,79,24,70
6,1024,125,2,52,101,53
4,752,92,2,12,34,62
6,997,93,2,45,11,36
6,951,110,1,94,33,71
4,860,91,2,3,59,49
4,811,101,1,60,176,62
6,557,150,0,90,139,94
3,160,102,1,84,25,60
2,557,99,1,89,9,56
6,782,,2,48,288,22
6,474,71,1,77,26,74
2,940,88,1,86,14,62
0,180,76,1,77,13,55
4,835,85,2,43,51,34
3,835,87,2,42,106,26
2,884,84,1,83,6,48
6,1025,96,2,17,29,41
0,131,88,2,29,7,43
2,453,242,1,93,15,88
3,186,111,0,95,57,82
3,57,88,1,60,15,57
3,668,95,0,98,87,94
6,860,121,2,56,108,20
2,749,78,2,47,17,41
6,1025,98,2,18,68,39
3,727,95,2,22,9,40
4,752,90,2,11,36,49
0,695,92,1,80,15,60
6,1025,84,2,0,7,30
4,301,92,2,23,132,58
2,691,71,2,55,20,41
4,951,109,2,59,156,65
4,1033,99,0,92,267,62
6,292,158,0,75,134,68
6,327,87,2,0,7,
3,342,115,1,83,54,92
2,52,85,1,88,8,80
2,52,93,1,83,18,84
6,97,103,2,37,46,39
4,279,120,1,71,21,79
4,301,90,2,28,36,19
3,334,85,2,15,61,20
4,301,108,2,50,30,60
3,334,84,2,40,5,35
3,334,109,1,87,30,62
2,930,74,1,89,19,61
2,68,100,1,60,5,85
4,862,114,2,0,10,67
2,884,42,1,100,7,66
6,811,108,2,50,12,75
2,560,96,1,76,21,60
4,1064,92,2,6,87,36
6,961,134,2,29,181,35
3,973,98,1,64,117,78
4,987,130,0,78,207,71
6,1006,92,2,36,14,56
3,587,119,1,63,24,86
2,538,90,1,75,28,65
2,884,88,1,75,16,45
2,940,96,1,100,22,85
4,313,99,1,77,31,46
6,334,95,0,79,159,72
3,557,118,1,100,14,87
2,927,96,2,50,10,71
6,951,113,2,32,19,56
2,1033,86,2,36,11,12
4,752,101,2,26,145,44
6,782,90,0,83,119,49
6,327,107,2,47,122,37
6,292,100,0,92,258,79
2,89,96,2,8,25,12
6,951,95,1,62,13,24
4,752,91,2,28,36,53
6,855,108,1,65,34,75
2,951,98,2,44,9,88
2,1064,91,2,27,11,25
6,279,99,2,33,6,29
4,752,103,2,9,34,77
4,752,97,2,46,68,75
6,0,101,2,41,22,31
4,782,95,2,29,76,46
3,712,108,2,53,15,50
2,940,86,1,63,8,43
6,615,105,0,94,52,77
6,951,101,1,100,27,85
4,782,118,0,82,84,70
2,54,96,1,83,6,56
2,193,104,1,82,11,60
2,884,98,0,87,63,68
3,951,100,2,23,13,24
4,68,111,1,82,17,85
6,951,90,2,57,7,42
6,951,92,1,64,25,46
6,557,83,2,55,20,61
4,474,98,2,50,18,46
2,752,93,2,57,35,47
6,465,87,0,90,73,78
2,618,69,0,92,50,91
6,193,139,1,91,22,83
0,46,74,1,88,8,69
2,822,91,1,90,10,77
4,752,83,2,17,58,47
3,835,77,2,16,45,23
6,752,100,2,40,191,52
3,279,105,1,92,25,83
4,782,96,2,57,23,34
4,195,104,2,14,169,
6,195,95,2,20,5,47
6,606,130,1,60,5,43
3,286,101,0,93,61,80
4,250,107,1,67,52,84
4,752,109,2,30,146,35
4,752,96,2,10,119,23
0,424,63,0,98,41,70
3,424,112,2,47,347,50
3,940,84,1,71,28,78
2,752,,0,85,61,74
2,940,87,1,80,5,27
4,334,107,2,10,92,20
4,279,107,0,92,439,81
3,835,88,2,12,17,40
6,1033,90,2,17,6,30
4,752,89,2,35,112,40
4,995,125,1,65,187,37
6,597,127,2,20,15,62
6,954,87,2,29,7,60
3,980,99,2,9,11,58
3,276,97,1,60,68,91
6,1025,92,2,50,10,23
6,585,95,2,49,69,52
2,884,89,1,89,18,31
6,995,93,2,8,36,15
2,940,99,1,78,9,83
2,200,103,1,67,15,35
6,762,83,2,43,63,77
2,951,86,2,33,6,78
4,995,117,2,27,181,62
6,752,87,2,55,107,67
2,884,84,1,100,7,93
2,940,84,1,88,25,82
3,389,89,0,81,170,49
2,447,150,1,100,10,93
3,849,100,1,67,33,42
0,916,95,1,100,21,84
3,0,89,2,51,124,47
4,747,83,1,71,14,54
3,292,122,2,38,24,35
2,782,100,1,91,32,70
6,752,96,1,78,32,78
3,860,100,1,94,18,83
2,740,103,1,90,21,86
2,951,128,1,89,36,76
6,995,101,0,89,200,83
4,585,121,1,65,31,88
6,811,98,2,59,17,48
4,860,92,0,85,189,77
3,660,94,2,43,7,38
2,806,80,1,78,9,75
2,292,99,2,50,20,45
6,279,95,0,88,48,82
2,489,123,0,91,46,92
4,951,133,2,36,202,42
6,528,90,0,92,71,73
6,72,88,2,43,7,81
6,474,110,1,71,7,40
2,884,95,0,91,43,73
2,821,90,2,16,25,59
2,821,85,2,44,16,63
2,821,95,2,17,6,53
6,753,83,1,86,21,71
4,327,105,2,0,12,31
4,884,82,0,94,63,92
4,995,117,2,0,7,62
6,1004,100,2,31,13,42
2,581,104,2,15,20,24
3,835,95,2,0,16,22
6,954,90,2,10,10,40
6,782,124,0,92,63,88
4,923,90,2,53,15,66
2,774,69,1,83,6,
6,845,90,1,81,21,85
4,951,105,0,82,196,82
2,500,90,1,61,18,53
6,1006,106,2,50,12,59
6,951,98,1,86,36,68
6,951,131,0,82,102,58
6,1033,90,1,79,28,66
6,600,101,2,50,8,34
6,327,117,1,63,49,70
6,995,108,2,56,213,49
6,1006,111,2,37,59,43
6,782,99,1,75,16,72
6,951,90,2,50,22,33
6,959,97,2,0,6,36
6,951,82,2,47,74,45
4,752,124,1,64,47,30
6,557,101,2,47,30,45
3,973,116,2,59,17,75
4,1010,100,0,90,58,91
2,951,105,2,53,15,40
2,752,83,1,100,11,43
3,279,120,0,72,152,79
4,834,99,2,48,144,32
3,951,121,0,86,50,79
2,782,114,2,47,17,54
6,752,94,0,99,294,83
2,585,91,1,85,34,77
2,860,105,1,61,54,50
2,1073,87,2,40,10,15
2,465,140,1,63,8,38
2,447,107,1,75,8,64
2,581,96,1,80,5,46
6,951,101,1,70,43,55
2,103,134,0,87,47,75
2,551,108,1,60,47,49
2,1003,122,0,90,114,82
2,951,88,2,40,5,39
6,987,114,2,25,107,62
6,279,107,2,38,24,60
3,193,126,1,100,21,87
6,97,97,1,93,28,76
6,103,141,1,86,21,82
2,590,95,0,78,41,84
2,777,80,0,99,67,79
6,752,102,0,92,112,79
2,103,95,0,96,48,81
3,279,106,1,60,10,76
6,947,107,0,91,45,81
3,811,120,1,62,21,57
2,203,98,2,20,10,55
6,951,95,2,14,7,26
2,993,74,1,60,5,73
4,279,98,2,11,165,29
6,752,104,2,24,33,19
2,951,109,0,94,65,73
6,951,81,1,73,159,79
2,171,103,1,60,10,50
2,581,92,0,93,56,91
3,842,107,0,83,193,78
2,426,60,1,89,9,42
6,1033,89,2,0,16,14
6,1025,,2,48,23,44
2,951,,2,29,7,62
2,1006,113,2,33,12,
6,279,114,2,53,34,87
6,97,116,0,93,45,91
4,1064,112,2,53,55,49
6,1066,105,2,50,18,45
4,811,123,2,29,175,66
3,841,96,2,50,115,57
6,579,130,0,91,235,73
2,940,89,2,57,7,53
1,951,96,2,23,61,27
6,465,95,2,50,48,43
6,474,89,0,85,59,91
6,1025,89,2,0,7,17
4,752,104,2,32,28,50
2,528,101,1,81,27,39
4,831,96,2,47,17,65
4,822,89,1,75,8,47
6,752,86,0,77,150,57
3,923,97,1,89,9,
6,1009,97,1,66,251,58
2,54,123,0,96,144,84
6,875,91,2,10,10,27
2,1064,80,1,88,33,41
6,1025,78,2,17,6,22
0,940,80,1,82,22,85
0,1049,48,1,100,8,85
2,998,98,1,85,26,91
5,995,105,2,32,90,45
3,782,107,1,73,85,63
0,424,79,0,85,129,83
2,940,87,1,67,9,79
3,879,89,2,0,17,26
3,951,153,0,75,51,90
4,782,89,2,29,34,84
3,301,124,0,95,98,97
4,782,108,2,20,91,53
2,474,103,1,100,5,82
6,557,137,0,90,109,82
2,497,103,2,55,11,69
3,839,108,0,93,190,80
3,811,93,1,84,31,83
3,862,88,2,15,34,56
2,884,40,1,100,7,85
2,940,71,1,80,10,73
6,310,122,2,11,101,32
2,940,104,2,52,23,76
2,927,112,0,95,62,93
4,279,112,2,40,53,82
6,579,122,2,29,34,44
6,951,109,0,85,176,86
4,334,113,1,61,216,65
6,1006,115,2,28,18,52
4,1006,105,2,16,93,58
2,587,128,0,93,58,81
0,946,95,1,100,22,91
3,885,83,2,50,26,50
6,995,101,2,58,98,60
2,940,93,1,100,33,85
6,782,120,1,83,12,53
6,327,84,1,79,14,29
2,870,90,2,57,7,
6,1064,90,0,71,118,63
6,279,131,2,54,138,82
2,160,98,1,80,5,87
4,284,109,2,59,22,68
6,327,150,1,71,84,78
4,951,110,2,31,13,43
2,529,94,2,52,65,38
6,1006,162,0,84,85,83
2,782,129,1,80,5,83
3,860,95,2,58,24,54
2,557,110,1,95,21,90
4,811,93,0,95,185,75
6,940,110,0,97,119,87
2,860,85,1,61,33,39
2,884,58,2,0,5,
2,1064,88,2,23,13,29
6,160,102,0,94,47,92
2,583,137,1,71,91,71
4,334,108,2,50,8,41
4,951,112,2,50,6,69
6,951,110,0,83,52,46
6,752,105,2,33,207,57
4,292,113,2,38,82,50
2,940,86,1,67,27,45
2,557,80,1,83,6,84
6,782,104,2,40,5,74
3,46,102,1,64,126,65
6,195,84,2,2,65,29
2,884,93,1,75,8,70
6,327,129,2,52,194,61
4,1009,101,2,35,82,42
6,1009,106,2,40,90,81
6,951,100,0,83,95,52
3,301,103,2,16,125,47
6,327,104,2,27,45,36
6,327,115,2,35,48,39
6,970,89,0,90,58,83
4,247,104,2,47,17,59
6,782,131,0,84,145,81
3,840,93,2,17,6,50
3,370,80,0,97,79,88
3,835,81,2,13,8,48
3,835,92,2,14,7,43
3,835,91,2,36,14,42
6,585,106,2,34,68,45
2,618,92,2,50,10,72
2,998,100,1,73,11,42
4,431,98,2,43,14,69
4,465,92,2,50,6,79
4,940,99,1,77,22,92
3,167,112,1,96,24,85
6,329,100,2,52,48,39
3,30,89,2,35,43,54
0,747,98,1,78,27,53
2,961,90,2,56,85,25
6,329,115,2,50,108,55
6,327,94,2,8,24,14
6,0,88,2,30,10,34
4,327,100,2,50,148,52
0,320,105,1,76,21,59
2,1064,83,1,84,37,46
6,103,102,2,17,6,62
2,1006,82,1,100,7,76
4,752,95,2,17,6,46
2,606,101,1,100,6,36
3,1056,114,0,98,128,72
6,816,108,0,93,240,94
2,580,86,2,36,11,59
3,951,107,2,55,11,39
2,532,96,1,62,13,79
3,585,106,0,91,68,83
6,752,85,2,32,34,71
2,1026,107,2,0,6,14
6,951,98,2,19,26,38
6,579,130,2,40,5,50
4,1066,90,0,81,78,57
6,752,89,2,47,120,75
2,712,100,1,64,11,56
2,884,108,1,79,19,64
3,862,96,2,23,195,52
6,301,200,2,20,10,14
3,557,96,1,64,116,78
2,954,96,1,100,8,77
0,843,90,2,40,5,52
2,557,103,0,87,61,85
4,951,117,2,27,129,48
4,782,129,2,22,27,63
6,1042,95,2,27,74,61
4,1006,120,0,91,65,84
2,277,44,1,93,14,75
4,292,94,1,73,225,68
4,951,90,2,44,36,30
2,884,86,1,83,12,47
2,995,85,1,100,10,81
6,752,103,2,48,46,78
6,1064,92,2,30,57,28
2,884,92,1,89,9,100
2,940,73,2,50,14,54
6,782,90,2,34,32,24
4,1006,95,1,62,58,56
4,890,93,0,92,96,88
6,995,93,2,32,37,32
2,557,118,2,28,39,24
2,327,98,1,100,7,73
3,195,110,2,37,27,56
6,557,132,0,79,170,61
2,884,58,1,100,6,17
4,860,100,1,93,15,70
6,752,117,0,87,229,68
6,860,105,2,9,23,34
